gene chr snp clr start end ncd05 ncd04 ncd03 facet density candens
LOC113004328 CM031912.1 12967123 43.6575586501419 12963903 12968903 0.310775883553097 0.214860419338249 0.125492429246582 CM031912.1 1.20199932462952e-05 1
LOC120359275 CM031912.1 12959894 38.8082986342127 12956403 12961403 0.350337119198153 0.253416169744673 0.160322840194593 CM031912.1 2.51496640096612e-05 1
LOC105198230 CM031912.1 12969870 37.9838266337055 12966403 12971403 0.315755517421368 0.219556282232484 0.129260880986725 CM031912.1 2.84510489678573e-05 1
LOC120359274 CM031912.1 12957667 31.8113149262463 12953903 12958903 0.378170798044812 0.279705853520891 0.182914123276061 CM031912.1 0.000125620056553853 1
LOC120359272 CM031912.1 12957016 31.1655102134677 12953903 12958903 0.378170798044812 0.279705853520891 0.182914123276061 CM031912.1 0.000148944022330358 1
LOC105203415 CM031904.1 21733551 0.106683974172142 21730098 21735098 0 0.1 0.2 CM031904.1 0.000178408936131279 1
LOC113003791 CM031906.1 6913777 0 6909493 6914493 0.029412 0.070588 0.170588 CM031906.1 0.000298500239433096 1
LOC105208160 CM031913.1 1263845 0.770750352115272 1260749 1265749 0.033333 0.066667 0.166667 CM031913.1 0.000328291134537912 1
LOC105205013 CM031907.1 8216154 10.6670265674496 8211763 8216763 0.045455 0.054545 0.154545 CM031907.1 0.000332536164685196 1
LOC105207611 CM031914.1 13408012 1.09659085539624 13404632 13409632 0.033333 0.066667 0.166667 CM031914.1 0.00033269514404717 1
LOC120357195 CM031903.1 17146035 2.75421850245792 17141332 17146332 0.033333 0.066667 0.166667 CM031903.1 0.00034686324613019 1
LOC105195940 CM031909.1 7081055 11.5924439547424 7076887 7081887 0.0625 0.0375 0.1375 CM031909.1 0.000413619896293744 1
LOC105201344 CM031908.1 4649017 0 4646188 4651188 0.055556 0.044444 0.144444 CM031908.1 0.000474558333085352 1
LOC105194300 CM031915.1 6694741 0 6691540 6696540 0.055556 0.044444 0.144444 CM031915.1 0.000474558333085352 1
LOC105199724 CM031915.1 294991 0.34345632180748 291540 296540 0.055556 0.0444439999999999 0.144444 CM031915.1 0.000480615760338474 1
LOC105196622 CM031909.1 7094083 24.1867182940322 7089387 7094387 0.220970869120796 0.122793016902428 0.0364434493427831 CM031909.1 0.000480668382935003 1
LOC105200214 CM031912.1 9466739 0.448430080666299 9463903 9468903 0.055556 0.044444 0.144444 CM031912.1 0.0004844525415517 1
LOC105207562 CM031902.1 2974616 26.1854191470352 2970203 2975203 0.292895005658086 0.207309006894177 0.142009029077203 CM031902.1 0.000490506751351523 1
LOC113005350 CM031903.1 28656343 2.13973520667986 28653832 28658832 0.0625 0.0375 0.1375 CM031903.1 0.000582160603601775 1
LOC105201887 CM031909.1 2300068 3.73586920598058 2296887 2301887 0.0625 0.0375 0.1375 CM031909.1 0.000593705869053122 1
LOC105196620 CM031909.1 7086049 24.490134016479 7081887 7086887 0.4411765 0.3411765 0.2411765 CM031909.1 0.00084959899646168 1
LOC105195457 CM031912.1 7514189 0.0550569578252862 7511403 7516403 0.088235 0.011765 0.111765 CM031912.1 0.000855498375756321 1
LOC105205250 CM031906.1 23560795 24.4268005764515 23556993 23561993 0.409427468638982 0.309859971722914 0.210702520336433 CM031906.1 0.000933472445649195 1
LOC105205287 CM031906.1 23566574 23.5199527042801 23561993 23566993 0.288116732472756 0.206140260711811 0.148244266809509 CM031906.1 0.000942194469241294 1
LOC105203407 CM031904.1 21778564 13.4379477710191 21775098 21780098 0.123304749399607 0.0303044753213119 0.0814411519104439 CM031904.1 0.000944936611153063 1
LOC105203433 CM031904.1 21776321 11.7790299909612 21772598 21777598 0.123304749399607 0.0303044753213119 0.0814411519104439 CM031904.1 0.00113255617757372 1
LOC105196796 CM031908.1 17759790 23.0988814739827 17756188 17761188 0.312139367458539 0.247694471848048 0.212777155847967 CM031908.1 0.00115642867317069 1
LOC120358431 CM031908.1 17759790 23.0988814739827 17756188 17761188 0.312139367458539 0.247694471848048 0.212777155847967 CM031908.1 0.00115642867317069 1
LOC120358135 CM031906.1 24311072 20.811716445935 24306993 24311993 0.23770052077362 0.164224960271117 0.132053540566128 CM031906.1 0.00118934386331014 1
LOC105203410 CM031904.1 21774025 12.8984837510312 21770098 21775098 0.142857 0.042857 0.057143 CM031904.1 0.0013584678475433 1
LOC105201331 CM031902.1 275649 0 272703 277703 0.115385 0.015385 0.084615 CM031902.1 0.00136153266436578 1
LOC105204583 CM031903.1 1707508 3.98094122516812 1703832 1708832 0.111111 0.011111 0.088889 CM031903.1 0.0013812987273696 1
LOC105193535 CM031910.1 7788203 1.81430616275884 7783312 7788312 0.115385 0.015385 0.084615 CM031910.1 0.00145320036808284 1
LOC105202220 CM031913.1 1764734 2.76287457407091 1760749 1765749 0.115385 0.015385 0.084615 CM031913.1 0.0014803889290687 1
LOC105199813 CM031907.1 4477454 21.2030398038843 4474263 4479263 0.284607736924209 0.209625230472034 0.163963137881009 CM031907.1 0.00155777470977365 1
LOC105201364 CM031913.1 5628822 21.718589342752 5625749 5630749 0.314140170643276 0.237192510024635 0.183947076116438 CM031913.1 0.00162054093077789 1
LOC105193666 CM031902.1 106880 0.330136251258878 102703 107703 0.125 0.025 0.075 CM031902.1 0.00162642633618612 1
LOC105200499 CM031907.1 13315284 7.09719679792397 13311763 13316763 0.125 0.025 0.075 CM031907.1 0.00162724160146135 1
LOC105207652 CM031914.1 14320290 10.2439507083662 14317132 14322132 0.145580558324249 0.10298300326753 0.141482504084427 CM031914.1 0.00183675761666763 1
LOC105195795 CM031904.1 28552581 21.6894011243007 28547598 28552598 0.375 0.275 0.175 CM031904.1 0.00193357294379329 1
LOC105194867 CM031904.1 5041683 12.311929085782 5037598 5042598 0.16667223303388 0.0938207507137947 0.0991213058050589 CM031904.1 0.00206351217394903 1
LOC105197524 CM031902.1 6648650 16.2393853302293 6645203 6650203 0.21141016890317 0.132058293374555 0.100918413494928 CM031902.1 0.00212473332264889 1
LOC105195227 CM031905.1 3786207 20.9812060951389 3782501 3787501 0.341091684662174 0.251294841462534 0.173074138292467 CM031905.1 0.00213905169726668 1
LOC113003122 CM031902.1 2952105 19.7166307257219 2947703 2952703 0.286241353793001 0.208298662072636 0.157615204283248 CM031902.1 0.00216477764473742 1
LOC105207643 CM031915.1 6281152 19.8629649265027 6276540 6281540 0.299416041612113 0.21037545636631 0.137352463785693 CM031915.1 0.00226099882691127 1
LOC105203238 CM031913.1 6234102 0 6230749 6235749 0.147059 0.047059 0.052941 CM031913.1 0.00231122556778469 1
LOC105199236 CM031914.1 8977215 0 8974632 8979632 0.147059 0.047059 0.052941 CM031914.1 0.00231122556778469 1
LOC105203009 CM031903.1 28638100 14.493168501236 28633832 28638832 0.196961206081299 0.121357804450311 0.10325558919981 CM031903.1 0.00233652307985844 1
LOC105195085 CM031905.1 162949 0.51488332733885 160001 165001 0.147059 0.047059 0.052941 CM031905.1 0.00235651716437066 1
LOC105208165 CM031913.1 1403709 7.84138579713958 1400749 1405749 0.152140803080567 0.0794268466074287 0.0973161033025881 CM031913.1 0.00239409354251635 1
LOC105208150 CM031913.1 1403709 7.84138579713958 1400749 1405749 0.152140803080567 0.0794268466074287 0.0973161033025881 CM031913.1 0.00239409354251635 1
LOC105203818 CM031906.1 4507925 1.13127618838564 4504493 4509493 0.147059 0.047059 0.052941 CM031906.1 0.00241093973633718 1
LOC113004888 CM031913.1 11937834 3.24447175190659 11933249 11938249 0.147059 0.047059 0.052941 CM031913.1 0.00251086759910454 1
LOC120357734 CM031905.1 3792383 14.2734341336638 3787501 3792501 0.205882 0.105882 0.005882 CM031905.1 0.00266317477679958 1
LOC105201365 CM031913.1 5637983 18.9238110988418 5633249 5638249 0.30000897545038 0.228969485632446 0.186677972323428 CM031913.1 0.00275545775656116 1
LOC105199406 CM031903.1 3720710 6.5054548076177 3716332 3721332 0.157169078336039 0.0577019859710219 0.0442370793000623 CM031903.1 0.002759160742175 1
LOC105200665 CM031911.1 6000436 19.8960197385539 5996251 6001251 0.355431722885127 0.258230593913831 0.164421317453334 CM031911.1 0.00280525976170501 1
LOC105200756 CM031911.1 6000436 19.8960197385539 5996251 6001251 0.355431722885127 0.258230593913831 0.164421317453334 CM031911.1 0.00280525976170501 1
LOC113006179 CM031913.1 10925785 6.00184754889885 10923249 10928249 0.157169078336039 0.0577019859710219 0.0442370793000623 CM031913.1 0.00281073487417524 1
LOC105199812 CM031907.1 4473086 19.6515509188212 4469263 4474263 0.335913101453933 0.243364935289372 0.160048029442415 CM031907.1 0.00281381976993998 1
LOC105193153 CM031903.1 12920580 19.0765719018804 12916332 12921332 0.316149545482577 0.243685689175298 0.197014961637029 CM031903.1 0.00289078024672478 1
LOC105193156 CM031903.1 12920580 19.0765719018804 12916332 12921332 0.316149545482577 0.243685689175298 0.197014961637029 CM031903.1 0.00289078024672478 1
LOC105197808 CM031910.1 14552864 18.8694706325448 14548312 14553312 0.314633309570178 0.228418372344294 0.159235002928847 CM031910.1 0.00303629040935279 1
LOC105194029 CM031909.1 8883066 19.2299508243378 8879387 8884387 0.336781404325681 0.239211919225565 0.144993000864104 CM031909.1 0.00309454024956186 1
LOC105201647 CM031907.1 10310124 0.0861143076137409 10306763 10311763 0.166667 0.066667 0.033333 CM031907.1 0.00313014665494203 1
LOC113002923 CM031908.1 15321475 0.262763228755233 15318688 15323688 0.166667 0.066667 0.033333 CM031908.1 0.00316682219779369 1
LOC105197038 CM031909.1 7977257 2.17782323286991 7974387 7979387 0.166667 0.066667 0.033333 CM031909.1 0.00334737055401005 1
LOC105205409 CM031907.1 11342725 2.26288106486913 11339263 11344263 0.166667 0.066667 0.033333 CM031907.1 0.00335242257742619 1
LOC105204990 CM031902.1 12031638 2.45094964616749 12027703 12032703 0.166667 0.066667 0.033333 CM031902.1 0.00336555843238511 1
LOC105200074 CM031907.1 8783490 4.3890396598199 8779263 8784263 0.166667 0.066667 0.033333 CM031907.1 0.00336807661440289 1
LOC105196549 CM031906.1 17467526 10.0393937489415 17464493 17469493 0.187175407620766 0.136249892543077 0.148638599354273 CM031906.1 0.00340762800050631 1
LOC105196266 CM031903.1 28750388 16.250889408557 28746332 28751332 0.263707630804773 0.176837348651239 0.114022722346615 CM031903.1 0.00354164825532575 1
LOC105194924 CM031904.1 5035345 15.2035530473478 5032598 5037598 0.25 0.15 0.05 CM031904.1 0.00370246179694436 1
LOC105201363 CM031913.1 5624211 15.8679225912088 5620749 5625749 0.264706 0.164706 0.064706 CM031913.1 0.00377981144518732 1
LOC105198204 CM031912.1 12526065 17.9045502666684 12521403 12526403 0.323406564748615 0.224290227434233 0.126571742985945 CM031912.1 0.00382396558229124 1
LOC105198202 CM031912.1 12526065 17.9045502666684 12521403 12526403 0.323406564748615 0.224290227434233 0.126571742985945 CM031912.1 0.00382396558229124 1
LOC105198235 CM031902.1 16329653 16.9958096861964 16325203 16330203 0.297902609705441 0.206442461401022 0.128417346450207 CM031902.1 0.00393384273326032 1
LOC120359750 CM031902.1 2968629 18.2394006290731 2965203 2970203 0.423098518720187 0.323369615986437 0.223882693710827 CM031902.1 0.00401049562528097 1
LOC105205471 CM031904.1 12573729 0 12570098 12575098 0.1875 0.0875 0.0125 CM031904.1 0.00421681468120914 1
LOC120357048 CM031903.1 8436935 17.9018911180962 8433832 8438832 0.352413774477767 0.255263658025057 0.161627973367855 CM031903.1 0.00422163369620292 1
LOC105204328 CM031908.1 23610439 0.168719120413051 23606188 23611188 0.1875 0.0875 0.0125 CM031908.1 0.00423318313037533 0
LOC105207473 CM031906.1 15055120 0.0896237352449134 15051993 15056993 0.1875 0.0875 0.0125 CM031906.1 0.00423318313037533 0
LOC105200714 CM031902.1 25282713 0.224190773836767 25280203 25285203 0.1875 0.0875 0.0125 CM031902.1 0.00424917043524707 0
LOC105200666 CM031915.1 7299546 16.8751405959945 7296540 7301540 0.306165152232342 0.222215677007992 0.158185061794048 CM031915.1 0.00425359315733752 0
LOC105202390 CM031913.1 2837165 5.58804875709208 2833249 2838249 0.1875 0.0875 0.0125 CM031913.1 0.00440058464608959 0
LOC120359304 CM031913.1 2837165 5.58804875709208 2833249 2838249 0.1875 0.0875 0.0125 CM031913.1 0.00440058464608959 0
LOC105202388 CM031913.1 2839887 5.35091668886079 2835749 2840749 0.1875 0.0875 0.0125 CM031913.1 0.00442192848413154 0
LOC105195715 CM031904.1 26557375 8.5480804254685 26552598 26557598 0.202996207793397 0.116729432357482 0.0777435552216388 CM031904.1 0.00464385940388585 0
LOC105200734 CM031902.1 24453132 13.4910557113547 24450203 24455203 0.252559034373484 0.171293897080427 0.122053809896837 CM031902.1 0.00482135055159873 0
LOC105204094 CM031906.1 6082393 13.5292240522409 6079493 6084493 0.258767909859086 0.189706645041337 0.15816570795479 CM031906.1 0.00510060876999411 0
LOC105204096 CM031906.1 6082393 13.5292240522409 6079493 6084493 0.258767909859086 0.189706645041337 0.15816570795479 CM031906.1 0.00510060876999411 0
LOC105205229 CM031906.1 24198062 9.27373948884122 24194493 24199493 0.215097282103548 0.128538350055538 0.0823248085431522 CM031906.1 0.00513607002397657 0
LOC105198196 CM031912.1 12507510 16.1780889002328 12503903 12508903 0.318549673611244 0.238142823863811 0.178745949766225 CM031912.1 0.00513646887235498 0
LOC105198430 CM031908.1 11564607 15.9273934953253 11561188 11566188 0.315113022474719 0.24540481236755 0.202856665981556 CM031908.1 0.00519892858518245 0
LOC105208240 CM031903.1 29919072 8.45023149313 29916332 29921332 0.211549369657534 0.125953308025236 0.083518475815235 CM031903.1 0.00521386998909143 0
LOC105197501 CM031902.1 6013752 16.6467845543717 6010203 6015203 0.355236217343474 0.257921829460982 0.163873640688489 CM031902.1 0.00536193658950683 0
LOC105200650 CM031915.1 7024774 6.60772684066967 7021540 7026540 0.205882 0.105882 0.005882 CM031915.1 0.00541129571388254 0
LOC105198201 CM031912.1 12528063 15.3041008963959 12523903 12528903 0.301115384469974 0.203879559457293 0.111639037816079 CM031912.1 0.00541615148948588 0
LOC113003772 CM031909.1 6227399 0.079497548486188 6224387 6229387 0.205882 0.105882 0.005882 CM031909.1 0.00543325857001646 0
LOC113003640 CM031903.1 17236635 0.0368362343195798 17233832 17238832 0.205882 0.105882 0.005882 CM031903.1 0.00543325857001646 0
LOC120358035 CM031906.1 10915685 0.0085764126826291 10911993 10916993 0.205882 0.105882 0.005882 CM031906.1 0.00543325857001646 0
LOC105201338 CM031902.1 310422 0 307703 312703 0.205882 0.105882 0.005882 CM031902.1 0.00543325857001646 0
LOC105193951 CM031907.1 5638754 0 5634263 5639263 0.205882 0.105882 0.005882 CM031907.1 0.00543325857001646 0
