gene chr snp clr start end ncd05 ncd04 ncd03 facet density candens
LOC105207995 CM031908.1 16219123 8.05018654220498 16216352 16221352 0 0.1 0.2 CM031908.1 0.000118452308598908 1
LOC105203409 CM031904.1 21764397 1.64918550965695 21761678 21766678 0.013514 0.086486 0.186486 CM031904.1 0.000143886064459696 1
LOC105198594 CM031905.1 15271237 0 15268472 15273472 0.027778 0.072222 0.172222 CM031905.1 0.000174571071628251 1
LOC113003707 CM031908.1 21696583 36.5129358848881 21693852 21698852 0.223397100911035 0.1760839563829 0.179178276293347 CM031908.1 0.000241745058555077 1
LOC105194161 CM031913.1 2557828 36.3270639404905 2554987 2559987 0.223940164416003 0.159391333637267 0.143742816302821 CM031913.1 0.000254470592336601 1
LOC120357831 CM031905.1 15533933 4.0585240391373 15530972 15535972 0.052632 0.047368 0.147368 CM031905.1 0.000303091375405023 1
LOC105199664 CM031908.1 19555379 6.63285686229441 19551352 19556352 0.0570565151757448 0.0538687843189355 0.150160733629002 CM031908.1 0.00032906176877739 1
LOC120359252 CM031912.1 5182407 0 5178913 5183913 0.064103 0.035897 0.135897 CM031912.1 0.000334311789650801 1
LOC113003633 CM031912.1 5182407 0 5178913 5183913 0.064103 0.035897 0.135897 CM031912.1 0.000334311789650801 1
LOC105203827 CM031906.1 4395715 0.172962488610523 4392630 4397630 0.064103 0.035897 0.135897 CM031906.1 0.00033647864216652 1
LOC105202852 CM031910.1 16258674 15.3698045408163 16253913 16258913 0.078947 0.021053 0.121053 CM031910.1 0.000369651314023189 1
LOC105200721 CM031902.1 24831562 4.87745280810611 24827706 24832706 0.064103 0.035897 0.135897 CM031902.1 0.00037711687965978 1
LOC105204817 CM031903.1 4532034 39.0127288486901 4527632 4532632 0.410891121314187 0.312104843882356 0.214446621737975 CM031903.1 0.000385653480565583 1
LOC105202966 CM031912.1 769621 13.0941298965589 766413 771413 0.0799065936703599 0.0334942340112444 0.125931186415439 CM031912.1 0.00042495646839689 1
LOC105197185 CM031907.1 9659805 38.432900524195 9655628 9660628 0.383903279239272 0.285005019506675 0.187280523486382 CM031907.1 0.000436629549397707 1
LOC105206542 CM031902.1 21274352 11.7364857531998 21270206 21275206 0.088235 0.011765 0.111765 CM031902.1 0.000525903257509212 1
LOC120357154 CM031903.1 24963556 0 24960132 24965132 0.089744 0.0102559999999999 0.110256 CM031903.1 0.000535015203467155 1
LOC105204797 CM031903.1 4529277 36.9163836729781 4525132 4530132 0.403309623607004 0.304246384520874 0.206089962137954 CM031903.1 0.000595653622855494 1
LOC105194160 CM031913.1 2553050 36.2611275658157 2549987 2554987 0.337432797932391 0.255412954096855 0.191339125953063 CM031913.1 0.000596552157041543 1
LOC113003150 CM031907.1 2452757 4.59736436521325 2448128 2453128 0.089744 0.010256 0.110256 CM031907.1 0.000602822372827968 1
LOC105195619 CM031904.1 24387840 0 24384178 24389178 0.1 0 0.1 CM031904.1 0.00064760592390904 1
LOC105196840 CM031909.1 12658111 0 12655150 12660150 0.105263 0.00526300000000002 0.094737 CM031909.1 0.000706052160160876 1
LOC105192845 CM031908.1 21714240 24.633734594855 21711352 21716352 0.166667 0.066667 0.033333 CM031908.1 0.000707578671290309 1
LOC113005344 CM031914.1 3501239 33.3219924716767 3496565 3501565 0.287422343573825 0.206523631219618 0.150640024292362 CM031914.1 0.000756410101486234 1
LOC105196579 CM031909.1 12105370 32.0440655730342 12102650 12107650 0.278101124877265 0.220457030563025 0.199655625994695 CM031909.1 0.0008887394318444 1
LOC105200853 CM031902.1 21362671 25.1547106938375 21357706 21362706 0.193520801686795 0.141936255711851 0.151134048729927 CM031902.1 0.000975183467011163 1
LOC105197914 CM031910.1 13574332 31.2781289106463 13571413 13576413 0.276132756794626 0.222071533613984 0.205869455501134 CM031910.1 0.000983756685041631 1
LOC113004234 CM031909.1 6936774 1.11670364885975 6932650 6937650 0.121622 0.021622 0.078378 CM031909.1 0.000984882051009108 1
LOC105201433 CM031904.1 7158760 33.9317191035807 7154178 7159178 0.442441361945587 0.342622808984539 0.24295353406083 CM031904.1 0.00102574627551067 1
LOC105203863 CM031906.1 4436676 2.74121988981551 4432630 4437630 0.125 0.025 0.075 CM031906.1 0.00110415091304807 1
LOC105197866 CM031910.1 13784323 0 13781413 13786413 0.131579 0.031579 0.068421 CM031910.1 0.0011364232162162 1
LOC105197873 CM031910.1 13547214 14.4559709039759 13543913 13548913 0.141026 0.041026 0.058974 CM031910.1 0.00118343383886794 1
LOC105207435 CM031906.1 15417599 33.2095947585429 15412630 15417630 0.39326325225132 0.293604028533815 0.194295305067531 CM031906.1 0.0012251109951089 1
